"行識別子","団体コード","自治体・運営団体名","事業キー","会計区分","決算年度","処理区域内人口（人） [servicePopulation]","水洗化人口（人） [connectedPopulation]","年間汚水処理水量（m³/年） [treatedVolume]","年間有収水量（m³/年） [annualBillableVolume]","一般家庭用20m³月額（円/月・税込） [householdFee20m3Yen]","使用料収入（千円/年） [sewerFeeRevenue]","汚水処理費（千円/年） [wastewaterTreatmentCost]","維持管理費分（千円/年） [opexComponent]","資本費分（千円/年） [capitalCostComponent]","営業費用（千円） [operating_expense]","管渠費（千円） [pipeline_expense]","ポンプ場費（千円） [pump_station_expense]","処理場費（千円） [treatment_plant_expense]","業務費（千円） [business_expense]","総係費（千円） [general_administration_expense]","職員給与費計（千円） [personnel_cost_total]","支払利息計（千円） [interest_cost_total]","減価償却費（千円） [depreciation_cost]","動力費（千円） [power_cost]","水道光熱費（千円） [water_and_utilities_cost]","通信運搬費（千円） [communications_transport_cost]","修繕費（千円） [repair_cost]","材料費（千円） [materials_cost]","薬品費（千円） [chemical_cost]","路面復旧費（千円） [road_restoration_cost]","委託料（千円） [outsourcing_cost]","流域下水道管理運営費負担金（千円） [regional_sewerage_contribution]","その他（千円） [other_cost]","費用合計（千円） [total_cost]"
"403440:17-1-000:non_legal_applied:2020","403440","須恵町","17-1-000","non_legal_applied","2020","25295","23308","1924043","1802828","2860","295852","295852","227459","68393","","","","","","","","","","","","","","","","","","","",""
"403458:17-1-000:legal_applied:2020","403458","新宮町","17-1-000","legal_applied","2020","28650","27621","2684084","2430874","3300","423812","424762","284065","140697","821015","7248","105154","122454","0","71329","52587","80477","478018","32614","116","1405","30985","20","5673","0","141614","0","79704","903213"
"403482:17-1-000:legal_applied:2020","403482","久山町","17-1-000","legal_applied","2020","8822","8357","933629","875020","3080","175262","175253","132537","42716","338370","7252","0","17143","0","52786","26394","49272","195350","0","1183","481","186","0","0","991","24322","62870","35158","396207"
"403491:17-1-000:legal_applied:2020","403491","粕屋町","17-1-000","legal_applied","2020","47403","45764","4478634","4197610","2750","636926","669417","537548","131869","1069909","84736","0","0","0","30336","25485","137381","538994","10816","21","2752","1227","650","0","2228","84148","381958","28823","1214483"
"403814:17-1-000:legal_applied:2020","403814","芦屋町","17-1-000","legal_applied","2020","13311","13222","1722685","1391827","3402","316718","316718","212289","104429","647943","27342","29380","139854","0","21492","13357","17023","428370","19525","128","1717","53690","2331","5295","642","114152","0","12115","668345"
"403822:17-1-000:legal_applied:2020","403822","水巻町","17-1-000","legal_applied","2020","26068","23563","2053718","2053718","3465","349126","350205","322345","27860","667688","7126","17817","0","0","72410","32218","104144","345346","2994","33","268","1062","0","0","0","37444","224989","23337","771835"
"403831:17-1-000:legal_applied:2020","403831","岡垣町","17-1-000","legal_applied","2020","29743","28961","3031764","2737787","3150","434582","434582","329237","105345","799919","17080","7436","159947","0","68383","50187","94866","469446","30607","436","910","36101","0","4586","0","129965","0","77947","895051"
"403849:17-1-000:legal_applied:2020","403849","遠賀町","17-1-000","legal_applied","2020","16134","14705","1344986","1344986","3410","220161","222161","197000","25161","428659","10660","0","0","0","39452","19443","50262","231821","2186","19","196","1752","0","0","0","4053","146726","22645","479103"
"404012:17-1-000:non_legal_applied:2020","404012","小竹町","17-1-000","non_legal_applied","2020","783","307","33723","33723","4180","6784","40254","40254","0","","","","","","","","","","","","","","","","","","","",""
"404021:17-1-000:non_legal_applied:2020","404021","鞍手町","17-1-000","non_legal_applied","2020","8187","6534","623063","603281","3080","76944","93392","88397","4995","","","","","","","","","","","","","","","","","","","",""
"404471:17-1-000:legal_applied:2020","404471","筑前町","17-1-000","legal_applied","2020","27046","22982","2890523","2601471","3780","404218","404338","323618","80720","987710","27636","0","103889","0","39626","20757","180838","664092","21669","0","2266","18285","294","4602","0","92817","152467","10501","1168588"
"405035:17-1-000:non_legal_applied:2020","405035","大刀洗町","17-1-000","non_legal_applied","2020","14314","13191","1270157","1151683","3465","230283","237083","222320","14763","","","","","","","","","","","","","","","","","","","",""
"405442:17-1-000:legal_applied:2020","405442","広川町","17-1-000","legal_applied","2020","8748","5845","886939","769863","3920","137151","154590","154590","0","277519","14933","0","0","0","23344","16592","35876","126171","1529","0","285","0","0","0","944","3877","113071","18291","316636"
"406210:17-1-000:legal_applied:2020","406210","苅田町","17-1-000","legal_applied","2020","19541","14870","1503711","1457027","3520","279688","279689","248597","31092","639106","30822","31929","111702","0","99294","72719","58285","365359","19712","291","449","11771","288","5616","580","154497","0","20906","710473"
"406252:17-1-000:legal_applied:2020","406252","みやこ町","17-1-000","legal_applied","2020","1465","1244","138335","138335","3670","23679","43880","43880","0","93305","0","1007","21571","0","21302","12650","7346","49425","2954","0","226","4675","0","778","0","21110","0","4239","103403"
"406422:17-1-000:legal_applied:2020","406422","吉富町","17-1-000","legal_applied","2020","4010","2130","236524","237762","3170","36184","65331","65331","0","216766","12246","4960","24359","0","22569","14137","34865","152139","5006","138","265","546","0","1022","0","29430","0","15280","252828"
"406473:17-1-000:legal_applied:2020","406473","築上町","17-1-000","legal_applied","2020","1873","867","93075","93075","5500","19045","37075","37075","0","119464","2529","0","23776","317","6504","0","9870","85172","3022","31","226","2929","0","627","0","15106","0","15134","132117"
"412015:17-1-000:legal_applied:2020","412015","佐賀市","17-1-000","legal_applied","2020","178488","164999","20463770","17143361","3168","3028632","2645180","1308603","1336577","4888274","237936","124153","660855","185183","201325","344392","790187","3466913","141206","1764","2150","82781","38","90303","0","582364","0","184736","5686834"
"412023:17-1-000:legal_applied:2020","412023","唐津市","17-1-000","legal_applied","2020","73879","70976","8101846","6620782","3300","1292456","1333453","701956","631497","2531492","67879","49756","450594","47538","131564","145119","377037","1766225","73398","16179","4994","44370","1193","31222","0","397594","0","59073","2916404"
"412031:17-1-000:legal_applied:2020","412031","鳥栖市","17-1-000","legal_applied","2020","73601","67702","9310452","8562055","2475","1280598","1284308","480240","804068","1870879","25587","28912","369747","32307","32447","62135","310337","1380500","0","0","1","33354","3588","0","0","381067","0","10796","2181778"
"412040:17-1-000:non_legal_applied:2020","412040","多久市","17-1-000","non_legal_applied","2020","5742","4478","454776","436699","3960","78710","86868","54566","32302","","","","","","","","","","","","","","","","","","","",""
"412058:17-1-000:legal_applied:2020","412058","伊万里市","17-1-000","legal_applied","2020","29932","29114","3766615","2978729","3480","547658","589405","241052","348353","960607","5950","0","204867","0","29984","23047","92832","717489","20520","995","1106","10968","446","8594","0","160413","0","17037","1053447"
"412066:17-1-000:legal_applied:2020","412066","武雄市","17-1-000","legal_applied","2020","3989","1561","303424","273027","4180","51497","51414","50156","1258","169139","1882","0","26936","0","21338","17713","30189","118983","2864","84","183","1188","80","4165","0","21856","0","2023","199328"
"412074:17-1-000:legal_applied:2020","412074","鹿島市","17-1-000","legal_applied","2020","11983","8722","1028694","912218","2640","136379","187054","187054","0","834478","25932","36669","129791","17900","26233","37954","89183","532146","5238","126","447","15440","304","0","0","160611","0","93113","934562"
"412082:17-1-000:legal_applied:2020","412082","小城市","17-1-000","legal_applied","2020","10950","7982","715543","701179","3020","100789","123232","95700","27532","554446","548","3218","50388","7178","25581","22791","101784","464440","8429","78","869","1694","0","3098","0","26056","0","32685","661924"
"412091:17-1-000:non_legal_applied:2020","412091","嬉野市","17-1-000","non_legal_applied","2020","7200","4339","589854","492703","2970","80934","109455","109455","0","","","","","","","","","","","","","","","","","","","",""
"412104:17-1-000:legal_applied:2020","412104","神埼市","17-1-000","legal_applied","2020","12422","9822","1092765","928851","3850","191334","191334","114174","77160","496755","21683","4414","63820","5265","18433","12657","79075","383140","23188","0","519","16065","0","3516","0","51348","0","6881","576389"
"413275:17-1-000:non_legal_applied:2020","413275","吉野ヶ里町","17-1-000","non_legal_applied","2020","14864","13843","1847200","1473336","3630","311517","312946","145272","167674","","","","","","","","","","","","","","","","","","","",""
"413411:17-1-000:legal_applied:2020","413411","基山町","17-1-000","legal_applied","2020","13599","13380","1320826","1210679","3240","190177","192687","192687","0","334424","12317","0","90476","9140","34839","17023","34206","143907","21167","85","165","11978","0","0","0","83465","43745","15059","370800"
"413461:17-1-000:non_legal_applied:2020","413461","みやき町","17-1-000","non_legal_applied","2020","6698","5378","569847","569847","3850","91110","120471","75321","45150","","","","","","","","","","","","","","","","","","","",""
"414018:17-1-000:legal_applied:2020","414018","有田町","17-1-000","legal_applied","2020","9187","5650","581380","556420","3520","101692","101609","78196","23413","388995","11130","0","47364","0","21526","12696","63442","306709","12170","171","683","6920","0","2533","0","35480","0","17526","458330"
"420000:17-1-000:non_legal_applied:2020","420000","長崎県","17-1-000","non_legal_applied","2020","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","",""
"422011:17-1-000:legal_applied:2020","422011","長崎市","17-1-000","legal_applied","2020","380748","370853","47425756","36841467","3300","7412558","6357868","3492445","2865423","9653743","311369","107963","2595209","381032","232738","469387","969492","5785033","16101","1383","11625","426125","16879","4610","155","2256835","0","678726","10636351"
"422029:17-1-000:legal_applied:2020","422029","佐世保市","17-1-000","legal_applied","2020","146318","134590","15125489","13984099","2461","2021926","2102860","1614427","488433","3964361","315693","110549","827159","0","243458","319617","466689","2464704","128179","4923","1633","262625","14102","5586","0","660226","0","239272","4567556"
"422045:17-1-000:legal_applied:2020","422045","諫早市","17-1-000","legal_applied","2020","77406","66595","11283643","10555857","3320","1867606","1309998","908488","401510","2309234","45299","24779","332040","0","99683","68196","301883","1354884","62782","648","1845","46051","0","27571","873","227194","447052","74653","2613632"
"422053:17-1-000:legal_applied:2020","422053","大村市","17-1-000","legal_applied","2020","87634","85674","13319039","11506903","3003","1689655","950121","696009","254112","2155197","88870","57624","396281","85861","129016","138134","220987","1338070","80833","3399","1618","94776","1939","925","0","394411","12102","96070","2383264"
"422088:17-1-000:legal_applied:2020","422088","松浦市","17-1-000","legal_applied","2020","5130","3681","386090","379441","3410","64337","64168","63852","316","239233","1747","0","32950","0","29387","22098","51224","175088","5573","153","323","126","0","843","0","26547","0","9460","291435"
"422100:17-1-000:non_legal_applied:2020","422100","壱岐市","17-1-000","non_legal_applied","2020","3408","1917","250958","256523","3040","40486","52920","52920","0","","","","","","","","","","","","","","","","","","","",""
"422134:17-1-000:legal_applied:2020","422134","雲仙市","17-1-000","legal_applied","2020","4257","2804","393131","271396","3080","38653","66222","66222","0","248825","3323","0","38792","0","11316","9328","15248","182603","4602","104","197","2082","0","376","0","32508","0","17025","264073"
"422142:17-1-000:legal_applied:2020","422142","南島原市","17-1-000","legal_applied","2020","4536","2994","416990","306218","2750","42739","52360","52360","0","360200","5099","26211","15738","0","18324","20911","29141","294828","4937","3020","1226","7012","18","335","0","23118","0","17994","402540"
"423076:17-1-000:legal_applied:2020","423076","長与町","17-1-000","legal_applied","2020","36580","36475","3482559","3173513","3256","555322","537650","299548","238102","747422","64291","0","177939","0","58925","40028","39212","417820","0","280","1626","8769","1552","0","513","225029","0","60720","795549"
